Objectnummer,street,huisnummer,postcode,city,Country,Longitude,Latitude,maps_url,Province
11921581138,Kreilerhof,46,2151 PJ,Nieuw-Vennep,Netherlands,4.6271351,52.260332,"https://www.google.com/maps?q=52.260332,4.6271351",North Holland
11921581139,Oddinkhem,20,2151 RD,Nieuw-Vennep,Netherlands,4.6214203,52.2589257,"https://www.google.com/maps?q=52.2589257,4.6214203",North Holland
11921581140,Oddinkhem,23,2151 RD,Nieuw-Vennep,Netherlands,4.6215482,52.2590622,"https://www.google.com/maps?q=52.2590622,4.6215482",North Holland
11921581141,Oddinkhem,8,2151 SP,Nieuw-Vennep,Netherlands,4.622079,52.2597042,"https://www.google.com/maps?q=52.2597042,4.622079",North Holland
11921581142,Vronen,116,2151 PG,Nieuw-Vennep,Netherlands,4.6243947,52.2587419,"https://www.google.com/maps?q=52.2587419,4.6243947",North Holland
11921581143,Vronen,150,2151 PG,Nieuw-Vennep,Netherlands,4.6232879,52.2593158,"https://www.google.com/maps?q=52.2593158,4.6232879",North Holland
11921581144,Vronen,192,2151 PH,Nieuw-Vennep,Netherlands,4.6241383,52.2599017,"https://www.google.com/maps?q=52.2599017,4.6241383",North Holland
11921581145,Oddinkhem,18,2151 RD,Nieuw-Vennep,Netherlands,4.6213603,52.2588136,"https://www.google.com/maps?q=52.2588136,4.6213603",North Holland
11921581146,Kreilerhof,6,2151 PJ,Nieuw-Vennep,Netherlands,4.626671,52.2607008,"https://www.google.com/maps?q=52.2607008,4.626671",North Holland
11921581147,Vagerveld,60,2151 ZD,Nieuw-Vennep,Netherlands,4.6239958,52.2605044,"https://www.google.com/maps?q=52.2605044,4.6239958",North Holland
11921581148,Vronen,170,2151 PH,Nieuw-Vennep,Netherlands,4.6236186,52.2595524,"https://www.google.com/maps?q=52.2595524,4.6236186",North Holland
11921581149,Kreilerhof,22,2151 PJ,Nieuw-Vennep,Netherlands,4.626884,52.260914,"https://www.google.com/maps?q=52.260914,4.626884",North Holland
11921581150,Vronen,3,2151 PA,Nieuw-Vennep,Netherlands,4.6244463,52.2600821,"https://www.google.com/maps?q=52.2600821,4.6244463",North Holland
11921581151,Oddinkhem,31,2151 RD,Nieuw-Vennep,Netherlands,4.6213423,52.259417,"https://www.google.com/maps?q=52.259417,4.6213423",North Holland
11921581152,Vronen,176,2151 PH,Nieuw-Vennep,Netherlands,4.623765,52.2596565,"https://www.google.com/maps?q=52.2596565,4.623765",North Holland
11921581153,Vronen,112,2151 PG,Nieuw-Vennep,Netherlands,4.6245134,52.258679,"https://www.google.com/maps?q=52.258679,4.6245134",North Holland
11921581154,Kreilerhof,11,2151 PJ,Nieuw-Vennep,Netherlands,4.6253505,52.2605773,"https://www.google.com/maps?q=52.2605773,4.6253505",North Holland
11921581155,Kreilerhof,30,2151 PJ,Nieuw-Vennep,Netherlands,4.6270714,52.2607574,"https://www.google.com/maps?q=52.2607574,4.6270714",North Holland
11921581156,Vronen,36,2151 PC,Nieuw-Vennep,Netherlands,4.6256763,52.2599195,"https://www.google.com/maps?q=52.2599195,4.6256763",North Holland
11921581157,Vronen,184,2151 PH,Nieuw-Vennep,Netherlands,4.6239587,52.2597967,"https://www.google.com/maps?q=52.2597967,4.6239587",North Holland
11921581158,Kreilerhof,18,2151 PJ,Nieuw-Vennep,Netherlands,4.6270277,52.2605077,"https://www.google.com/maps?q=52.2605077,4.6270277",North Holland
11921581159,Vagerveld,58,2151 ZD,Nieuw-Vennep,Netherlands,4.6240941,52.2605647,"https://www.google.com/maps?q=52.2605647,4.6240941",North Holland
11921581160,Kreilerhof,42,2151 PJ,Nieuw-Vennep,Netherlands,4.62723,52.2603999,"https://www.google.com/maps?q=52.2603999,4.62723",North Holland
11921581161,Kreilerhof,11,2151 PJ,Nieuw-Vennep,Netherlands,4.6253854,52.2606161,"https://www.google.com/maps?q=52.2606161,4.6253854",North Holland
11921581162,Oddinkhem,18,2151 RD,Nieuw-Vennep,Netherlands,4.6213987,52.2588084,"https://www.google.com/maps?q=52.2588084,4.6213987",North Holland
11921581163,Kreilerhof,16,2151 PJ,Nieuw-Vennep,Netherlands,4.6269593,52.2605395,"https://www.google.com/maps?q=52.2605395,4.6269593",North Holland
11921581164,Kreilerhof,9,2151 PJ,Nieuw-Vennep,Netherlands,4.6252869,52.2606043,"https://www.google.com/maps?q=52.2606043,4.6252869",North Holland
11924851706,Zwattingburen,34,2151 ZL,Nieuw-Vennep,Netherlands,4.6238728,52.2614778,"https://www.google.com/maps?q=52.2614778,4.6238728",North Holland
11924851707,Zwattingburen,58,2151 ZL,Nieuw-Vennep,Netherlands,4.6230561,52.2617192,"https://www.google.com/maps?q=52.2617192,4.6230561",North Holland
11924851708,Zwattingburen,46,2151 ZL,Nieuw-Vennep,Netherlands,4.6234672,52.2616037,"https://www.google.com/maps?q=52.2616037,4.6234672",North Holland
11924851709,Vagerveld,44,2151 ZC,Nieuw-Vennep,Netherlands,4.6231581,52.260659,"https://www.google.com/maps?q=52.260659,4.6231581",North Holland
11924851711,Zwattingburen,97,2151 ZJ,Nieuw-Vennep,Netherlands,4.6247283,52.2621053,"https://www.google.com/maps?q=52.2621053,4.6247283",North Holland
11924851712,Zwattingburen,68,2151 ZL,Nieuw-Vennep,Netherlands,4.6227048,52.2618156,"https://www.google.com/maps?q=52.2618156,4.6227048",North Holland
11924851713,Zwattingburen,8,2151 ZK,Nieuw-Vennep,Netherlands,4.6246026,52.2610102,"https://www.google.com/maps?q=52.2610102,4.6246026",North Holland
11924851714,Vagerveld,17,2151 ZB,Nieuw-Vennep,Netherlands,4.6224203,52.2613593,"https://www.google.com/maps?q=52.2613593,4.6224203",North Holland
11924851715,Vagerveld,4,2151 ZA,Nieuw-Vennep,Netherlands,4.6219733,52.2605266,"https://www.google.com/maps?q=52.2605266,4.6219733",North Holland
11924851716,Zwattingburen,62,2151 ZL,Nieuw-Vennep,Netherlands,4.622922,52.2617664,"https://www.google.com/maps?q=52.2617664,4.622922",North Holland
11924851717,Vagerveld,19,2151 ZB,Nieuw-Vennep,Netherlands,4.6225499,52.2613152,"https://www.google.com/maps?q=52.2613152,4.6225499",North Holland
11924851718,Zwattingburen,20,2151 ZK,Nieuw-Vennep,Netherlands,4.6242429,52.2611868,"https://www.google.com/maps?q=52.2611868,4.6242429",North Holland
11924851719,Zwattingburen,66,2151 ZL,Nieuw-Vennep,Netherlands,4.6227897,52.2618041,"https://www.google.com/maps?q=52.2618041,4.6227897",North Holland
11924851720,Zwattingburen,95,2151 ZJ,Nieuw-Vennep,Netherlands,4.6247572,52.2621238,"https://www.google.com/maps?q=52.2621238,4.6247572",North Holland
11924851721,Vagerveld,28,2151 ZB,Nieuw-Vennep,Netherlands,4.6231724,52.261156,"https://www.google.com/maps?q=52.261156,4.6231724",North Holland
11924851722,Zwattingburen,8,2151 ZK,Nieuw-Vennep,Netherlands,4.6246241,52.2610291,"https://www.google.com/maps?q=52.2610291,4.6246241",North Holland
11924851723,Vagerveld,23,2151 ZB,Nieuw-Vennep,Netherlands,4.6228304,52.2612446,"https://www.google.com/maps?q=52.2612446,4.6228304",North Holland
11924851724,Vagerveld,81,2151 ZE,Nieuw-Vennep,Netherlands,4.622347,52.260374,"https://www.google.com/maps?q=52.260374,4.622347",North Holland
11924851725,Vagerveld,34,2151 ZC,Nieuw-Vennep,Netherlands,4.6229057,52.2608754,"https://www.google.com/maps?q=52.2608754,4.6229057",North Holland
11924851726,Vagerveld,13,2151 ZA,Nieuw-Vennep,Netherlands,4.6223179,52.2609332,"https://www.google.com/maps?q=52.2609332,4.6223179",North Holland
11924851727,Zwattingburen,9,2151 ZG,Nieuw-Vennep,Netherlands,4.6252135,52.2614051,"https://www.google.com/maps?q=52.2614051,4.6252135",North Holland
11924851728,Vagerveld,77,2151 ZE,Nieuw-Vennep,Netherlands,4.6226108,52.2602893,"https://www.google.com/maps?q=52.2602893,4.6226108",North Holland
11924851729,Vagerveld,26,2151 ZB,Nieuw-Vennep,Netherlands,4.6230367,52.2611963,"https://www.google.com/maps?q=52.2611963,4.6230367",North Holland
11924851730,Zwattingburen,16,2151 ZK,Nieuw-Vennep,Netherlands,4.6243935,52.2611529,"https://www.google.com/maps?q=52.2611529,4.6243935",North Holland
11924851732,Zwattingburen,56,2151 ZL,Nieuw-Vennep,Netherlands,4.6231359,52.2617087,"https://www.google.com/maps?q=52.2617087,4.6231359",North Holland
11924851733,Vagerveld,22,2151 ZB,Nieuw-Vennep,Netherlands,4.6227315,52.2611632,"https://www.google.com/maps?q=52.2611632,4.6227315",North Holland
11924851734,Zwattingburen,101,2151 ZJ,Nieuw-Vennep,Netherlands,4.6246306,52.2620385,"https://www.google.com/maps?q=52.2620385,4.6246306",North Holland
11924851735,Vagerveld,5,2151 ZA,Nieuw-Vennep,Netherlands,4.6220414,52.2606083,"https://www.google.com/maps?q=52.2606083,4.6220414",North Holland
11924851736,Vagerveld,27,2151 ZB,Nieuw-Vennep,Netherlands,4.6231062,52.2611748,"https://www.google.com/maps?q=52.2611748,4.6231062",North Holland
11924851737,Zwattingburen,93,2151 ZJ,Nieuw-Vennep,Netherlands,4.6248313,52.2621716,"https://www.google.com/maps?q=52.2621716,4.6248313",North Holland
11924851738,Zwattingburen,44,2151 ZL,Nieuw-Vennep,Netherlands,4.6235254,52.2615746,"https://www.google.com/maps?q=52.2615746,4.6235254",North Holland
11924851739,Vagerveld,21,2151 ZB,Nieuw-Vennep,Netherlands,4.62269,52.2612776,"https://www.google.com/maps?q=52.2612776,4.62269",North Holland
11924851740,Zwattingburen,16,2151 ZK,Nieuw-Vennep,Netherlands,4.6243605,52.2611255,"https://www.google.com/maps?q=52.2611255,4.6243605",North Holland
11924851741,Zwattingburen,14,2151 ZK,Nieuw-Vennep,Netherlands,4.6244192,52.2610956,"https://www.google.com/maps?q=52.2610956,4.6244192",North Holland
11924851742,Zwattingburen,21,2151 ZG,Nieuw-Vennep,Netherlands,4.6255379,52.2616025,"https://www.google.com/maps?q=52.2616025,4.6255379",North Holland
11924851743,Vagerveld,82,2151 ZE,Nieuw-Vennep,Netherlands,4.6222829,52.2603937,"https://www.google.com/maps?q=52.2603937,4.6222829",North Holland
11924851744,Vagerveld,29,2151 ZB,Nieuw-Vennep,Netherlands,4.623241,52.2611341,"https://www.google.com/maps?q=52.2611341,4.623241",North Holland
11924851745,Vagerveld,1,2151 ZA,Nieuw-Vennep,Netherlands,4.6219081,52.2604456,"https://www.google.com/maps?q=52.2604456,4.6219081",North Holland
11924851746,Vagerveld,50,2151 ZC,Nieuw-Vennep,Netherlands,4.6236999,52.2608429,"https://www.google.com/maps?q=52.2608429,4.6236999",North Holland
11924851747,Zwattingburen,42,2151 ZL,Nieuw-Vennep,Netherlands,4.6236031,52.2615591,"https://www.google.com/maps?q=52.2615591,4.6236031",North Holland
11924851748,Vagerveld,74,2151 ZE,Nieuw-Vennep,Netherlands,4.6228287,52.2602436,"https://www.google.com/maps?q=52.2602436,4.6228287",North Holland
11924851749,Vagerveld,72,2151 ZE,Nieuw-Vennep,Netherlands,4.6229649,52.2602064,"https://www.google.com/maps?q=52.2602064,4.6229649",North Holland
11924851750,Zwattingburen,99,2151 ZJ,Nieuw-Vennep,Netherlands,4.624667,52.2620621,"https://www.google.com/maps?q=52.2620621,4.624667",North Holland
11924851751,Vagerveld,22,2151 ZB,Nieuw-Vennep,Netherlands,4.6227526,52.2612594,"https://www.google.com/maps?q=52.2612594,4.6227526",North Holland
11924851752,Vagerveld,15,2151 ZA,Nieuw-Vennep,Netherlands,4.6223787,52.2610156,"https://www.google.com/maps?q=52.2610156,4.6223787",North Holland
11926057135,Kinlozen,36,2151 XC,Nieuw-Vennep,Netherlands,4.6238267,52.2626935,"https://www.google.com/maps?q=52.2626935,4.6238267",North Holland
11926057136,Nierop,23,2151 XH,Nieuw-Vennep,Netherlands,4.6206038,52.2627076,"https://www.google.com/maps?q=52.2627076,4.6206038",North Holland
11926057137,Kinlozen,39,2151 XB,Nieuw-Vennep,Netherlands,4.6220707,52.2620366,"https://www.google.com/maps?q=52.2620366,4.6220707",North Holland
11926057138,Kinlozen,34,2151 XC,Nieuw-Vennep,Netherlands,4.6237702,52.2626647,"https://www.google.com/maps?q=52.2626647,4.6237702",North Holland
11926057139,Zwattingburen,47,2151 ZH,Nieuw-Vennep,Netherlands,4.6243406,52.2617013,"https://www.google.com/maps?q=52.2617013,4.6243406",North Holland
11926057140,Kalslagerring,9,2151 TA,Nieuw-Vennep,Netherlands,4.6204381,52.2614625,"https://www.google.com/maps?q=52.2614625,4.6204381",North Holland
11926057141,Kinlozen,20,2151 XC,Nieuw-Vennep,Netherlands,4.6234118,52.262427,"https://www.google.com/maps?q=52.262427,4.6234118",North Holland
11926057142,Kinlozen,6,2151 XC,Nieuw-Vennep,Netherlands,4.6230929,52.2621709,"https://www.google.com/maps?q=52.2621709,4.6230929",North Holland
11926057143,Kinlozen,54,2151 XD,Nieuw-Vennep,Netherlands,4.6233422,52.2630147,"https://www.google.com/maps?q=52.2630147,4.6233422",North Holland
11926057144,Kinlozen,66,2151 XD,Nieuw-Vennep,Netherlands,4.6229076,52.2630819,"https://www.google.com/maps?q=52.2630819,4.6229076",North Holland
11926057145,Kinlozen,2,2151 XC,Nieuw-Vennep,Netherlands,4.6230072,52.2621015,"https://www.google.com/maps?q=52.2621015,4.6230072",North Holland
11926057146,Nierop,12,2151 XJ,Nieuw-Vennep,Netherlands,4.6213116,52.2630817,"https://www.google.com/maps?q=52.2630817,4.6213116",North Holland
11926057147,Zwattingburen,49,2151 ZH,Nieuw-Vennep,Netherlands,4.6242914,52.2617283,"https://www.google.com/maps?q=52.2617283,4.6242914",North Holland
11926057148,Kinlozen,48,2151 XD,Nieuw-Vennep,Netherlands,4.623197,52.2629286,"https://www.google.com/maps?q=52.2629286,4.623197",North Holland
11926057149,Nierop,104,2151 XL,Nieuw-Vennep,Netherlands,4.6213176,52.2638279,"https://www.google.com/maps?q=52.2638279,4.6213176",North Holland
11926057150,Nierop,24,2151 XJ,Nieuw-Vennep,Netherlands,4.6216188,52.2632867,"https://www.google.com/maps?q=52.2632867,4.6216188",North Holland
11926057151,Kinlozen,144,2151 XG,Nieuw-Vennep,Netherlands,4.6225273,52.263444,"https://www.google.com/maps?q=52.263444,4.6225273",North Holland
11926057152,Kinlozen,138,2151 XG,Nieuw-Vennep,Netherlands,4.6224287,52.2633249,"https://www.google.com/maps?q=52.2633249,4.6224287",North Holland
11926057153,Nierop,122,2151 XL,Nieuw-Vennep,Netherlands,4.6208659,52.2634495,"https://www.google.com/maps?q=52.2634495,4.6208659",North Holland
11926057154,Kinlozen,136,2151 XG,Nieuw-Vennep,Netherlands,4.6223956,52.2632749,"https://www.google.com/maps?q=52.2632749,4.6223956",North Holland
11926057155,Nierop,114,2151 XL,Nieuw-Vennep,Netherlands,4.6209935,52.2636152,"https://www.google.com/maps?q=52.2636152,4.6209935",North Holland
11926057156,Nierop,108,2151 XL,Nieuw-Vennep,Netherlands,4.621279,52.2637428,"https://www.google.com/maps?q=52.2637428,4.621279",North Holland
11926057157,Nierop,25,2151 XH,Nieuw-Vennep,Netherlands,4.6206678,52.2626976,"https://www.google.com/maps?q=52.2626976,4.6206678",North Holland
11926057158,Nierop,112,2151 XL,Nieuw-Vennep,Netherlands,4.6211805,52.2636543,"https://www.google.com/maps?q=52.2636543,4.6211805",North Holland
11926057159,Kinlozen,19,2151 XA,Nieuw-Vennep,Netherlands,4.621425,52.2623603,"https://www.google.com/maps?q=52.2623603,4.621425",North Holland
11926057160,Kinlozen,43,2151 XB,Nieuw-Vennep,Netherlands,4.6222085,52.2619976,"https://www.google.com/maps?q=52.2619976,4.6222085",North Holland
11926057161,Kinlozen,108,2151 XE,Nieuw-Vennep,Netherlands,4.6219638,52.2626547,"https://www.google.com/maps?q=52.2626547,4.6219638",North Holland
11926057162,Kinlozen,118,2151 XE,Nieuw-Vennep,Netherlands,4.621686,52.2628054,"https://www.google.com/maps?q=52.2628054,4.621686",North Holland
11926057163,Zwattingburen,43,2151 ZH,Nieuw-Vennep,Netherlands,4.6244784,52.2616514,"https://www.google.com/maps?q=52.2616514,4.6244784",North Holland
11926057164,Kinlozen,35,2151 XB,Nieuw-Vennep,Netherlands,4.6219171,52.2620669,"https://www.google.com/maps?q=52.2620669,4.6219171",North Holland
11926057165,Kinlozen,49,2151 XB,Nieuw-Vennep,Netherlands,4.6224009,52.261928,"https://www.google.com/maps?q=52.261928,4.6224009",North Holland
11926057166,Kalslagerring,11,2151 TA,Nieuw-Vennep,Netherlands,4.62044,52.2615001,"https://www.google.com/maps?q=52.2615001,4.62044",North Holland
11926057167,Zwattingburen,69,2151 ZH,Nieuw-Vennep,Netherlands,4.6237466,52.2620439,"https://www.google.com/maps?q=52.2620439,4.6237466",North Holland
11926057168,Kinlozen,10,2151 XC,Nieuw-Vennep,Netherlands,4.6231878,52.2622445,"https://www.google.com/maps?q=52.2622445,4.6231878",North Holland
11926114769,Kinlozen,86,2151 XE,Nieuw-Vennep,Netherlands,4.6226041,52.2623338,"https://www.google.com/maps?q=52.2623338,4.6226041",North Holland
11926114770,Kinlozen,1,2151 XA,Nieuw-Vennep,Netherlands,4.6207895,52.2625009,"https://www.google.com/maps?q=52.2625009,4.6207895",North Holland
11926114771,Kalslagerring,11,2151 TA,Nieuw-Vennep,Netherlands,4.6205094,52.2616878,"https://www.google.com/maps?q=52.2616878,4.6205094",North Holland
11926114772,Kinlozen,47,2151 XB,Nieuw-Vennep,Netherlands,4.622328,52.2619432,"https://www.google.com/maps?q=52.2619432,4.622328",North Holland
11926114773,Kinlozen,104,2151 XE,Nieuw-Vennep,Netherlands,4.6220943,52.2626078,"https://www.google.com/maps?q=52.2626078,4.6220943",North Holland
11926114774,Kinlozen,64,2151 XD,Nieuw-Vennep,Netherlands,4.6229258,52.2631012,"https://www.google.com/maps?q=52.2631012,4.6229258",North Holland
11926114775,Nierop,40,2151 XJ,Nieuw-Vennep,Netherlands,4.6219974,52.2635678,"https://www.google.com/maps?q=52.2635678,4.6219974",North Holland
11926114776,Nierop,118,2151 XL,Nieuw-Vennep,Netherlands,4.6209298,52.2635322,"https://www.google.com/maps?q=52.2635322,4.6209298",North Holland
11926114777,Kinlozen,30,2151 XC,Nieuw-Vennep,Netherlands,4.6236767,52.2625978,"https://www.google.com/maps?q=52.2625978,4.6236767",North Holland
11926114778,Zwattingburen,71,2151 ZH,Nieuw-Vennep,Netherlands,4.6236929,52.2620753,"https://www.google.com/maps?q=52.2620753,4.6236929",North Holland
11926114779,Kinlozen,90,2151 XE,Nieuw-Vennep,Netherlands,4.6224906,52.2623938,"https://www.google.com/maps?q=52.2623938,4.6224906",North Holland
11926114780,Zwattingburen,55,2151 ZH,Nieuw-Vennep,Netherlands,4.624125,52.2618197,"https://www.google.com/maps?q=52.2618197,4.624125",North Holland
11926114781,Nierop,74,2151 XK,Nieuw-Vennep,Netherlands,4.6205539,52.2636516,"https://www.google.com/maps?q=52.2636516,4.6205539",North Holland
11926114782,Zwattingburen,67,2151 ZH,Nieuw-Vennep,Netherlands,4.6237967,52.262016,"https://www.google.com/maps?q=52.262016,4.6237967",North Holland
11926114783,Kinlozen,18,2151 XC,Nieuw-Vennep,Netherlands,4.6233605,52.2623914,"https://www.google.com/maps?q=52.2623914,4.6233605",North Holland
11926114784,Nierop,90,2151 XL,Nieuw-Vennep,Netherlands,4.620999,52.2639821,"https://www.google.com/maps?q=52.2639821,4.620999",North Holland
11926114785,Kalslagerring,15,2151 TA,Nieuw-Vennep,Netherlands,4.6206103,52.261708,"https://www.google.com/maps?q=52.261708,4.6206103",North Holland
11926114786,Nierop,72,2151 XK,Nieuw-Vennep,Netherlands,4.6205184,52.2635749,"https://www.google.com/maps?q=52.2635749,4.6205184",North Holland
11926114787,Nierop,22,2151 XJ,Nieuw-Vennep,Netherlands,4.6215806,52.2632498,"https://www.google.com/maps?q=52.2632498,4.6215806",North Holland
11926114788,Nierop,110,2151 XL,Nieuw-Vennep,Netherlands,4.6212449,52.2636968,"https://www.google.com/maps?q=52.2636968,4.6212449",North Holland
11926114789,Nierop,64,2151 XK,Nieuw-Vennep,Netherlands,4.6200299,52.2633226,"https://www.google.com/maps?q=52.2633226,4.6200299",North Holland
11926114790,Kinlozen,34,2151 XC,Nieuw-Vennep,Netherlands,4.6237326,52.2626818,"https://www.google.com/maps?q=52.2626818,4.6237326",North Holland
11926114791,Kinlozen,45,2151 XB,Nieuw-Vennep,Netherlands,4.6222583,52.2619621,"https://www.google.com/maps?q=52.2619621,4.6222583",North Holland
11926114792,Kinlozen,23,2151 XA,Nieuw-Vennep,Netherlands,4.6215681,52.2623363,"https://www.google.com/maps?q=52.2623363,4.6215681",North Holland
11926114793,Nierop,38,2151 XJ,Nieuw-Vennep,Netherlands,4.621949,52.2635341,"https://www.google.com/maps?q=52.2635341,4.621949",North Holland
11926114794,Kinlozen,60,2151 XD,Nieuw-Vennep,Netherlands,4.6230287,52.2631729,"https://www.google.com/maps?q=52.2631729,4.6230287",North Holland
11926114795,Nierop,21,2151 XH,Nieuw-Vennep,Netherlands,4.6205421,52.2627404,"https://www.google.com/maps?q=52.2627404,4.6205421",North Holland
11926114796,Nierop,102,2151 XL,Nieuw-Vennep,Netherlands,4.6213731,52.2638831,"https://www.google.com/maps?q=52.2638831,4.6213731",North Holland
11926114797,Nierop,19,2151 XH,Nieuw-Vennep,Netherlands,4.6204627,52.2627412,"https://www.google.com/maps?q=52.2627412,4.6204627",North Holland
11926114798,Kinlozen,106,2151 XE,Nieuw-Vennep,Netherlands,4.6220204,52.2626241,"https://www.google.com/maps?q=52.2626241,4.6220204",North Holland
11926114799,Zwattingburen,75,2151 ZJ,Nieuw-Vennep,Netherlands,4.6240924,52.2622903,"https://www.google.com/maps?q=52.2622903,4.6240924",North Holland
11926114800,Nierop,34,2151 XJ,Nieuw-Vennep,Netherlands,4.6218537,52.2634637,"https://www.google.com/maps?q=52.2634637,4.6218537",North Holland
11926114801,Kinlozen,55,2151 XB,Nieuw-Vennep,Netherlands,4.6225937,52.2618527,"https://www.google.com/maps?q=52.2618527,4.6225937",North Holland
11926114802,Nierop,11,2151 XH,Nieuw-Vennep,Netherlands,4.6201789,52.2628115,"https://www.google.com/maps?q=52.2628115,4.6201789",North Holland
11926114803,Kinlozen,15,2151 XA,Nieuw-Vennep,Netherlands,4.6212919,52.2624016,"https://www.google.com/maps?q=52.2624016,4.6212919",North Holland
11926114804,Kinlozen,5,2151 XA,Nieuw-Vennep,Netherlands,4.6209309,52.2624739,"https://www.google.com/maps?q=52.2624739,4.6209309",North Holland
11926114805,Kinlozen,122,2151 XG,Nieuw-Vennep,Netherlands,4.6221472,52.2629955,"https://www.google.com/maps?q=52.2629955,4.6221472",North Holland
11926114806,Kinlozen,62,2151 XD,Nieuw-Vennep,Netherlands,4.6229925,52.2631474,"https://www.google.com/maps?q=52.2631474,4.6229925",North Holland
11926114807,Kinlozen,29,2151 XB,Nieuw-Vennep,Netherlands,4.6217347,52.262123,"https://www.google.com/maps?q=52.262123,4.6217347",North Holland
11926114808,Nierop,28,2151 XJ,Nieuw-Vennep,Netherlands,4.6217149,52.2633542,"https://www.google.com/maps?q=52.2633542,4.6217149",North Holland
11926114809,Kinlozen,84,2151 XD,Nieuw-Vennep,Netherlands,4.6228396,52.2627015,"https://www.google.com/maps?q=52.2627015,4.6228396",North Holland
11926114810,Nierop,17,2151 XH,Nieuw-Vennep,Netherlands,4.6203903,52.2627527,"https://www.google.com/maps?q=52.2627527,4.6203903",North Holland
11926114811,Kinlozen,38,2151 XC,Nieuw-Vennep,Netherlands,4.6238861,52.2627227,"https://www.google.com/maps?q=52.2627227,4.6238861",North Holland
11926114812,Kalslagerring,15,2151 TA,Nieuw-Vennep,Netherlands,4.6206595,52.2616406,"https://www.google.com/maps?q=52.2616406,4.6206595",North Holland
11926114813,Kinlozen,33,2151 XB,Nieuw-Vennep,Netherlands,4.6218638,52.2620905,"https://www.google.com/maps?q=52.2620905,4.6218638",North Holland
11926114814,Kinlozen,124,2151 XG,Nieuw-Vennep,Netherlands,4.6221792,52.2630357,"https://www.google.com/maps?q=52.2630357,4.6221792",North Holland
11926114815,Zwattingburen,51,2151 ZH,Nieuw-Vennep,Netherlands,4.6242288,52.261763,"https://www.google.com/maps?q=52.261763,4.6242288",North Holland
11926114816,Nierop,6,2151 XJ,Nieuw-Vennep,Netherlands,4.6211592,52.2629779,"https://www.google.com/maps?q=52.2629779,4.6211592",North Holland
11926114817,Kinlozen,68,2151 XD,Nieuw-Vennep,Netherlands,4.6228415,52.2630372,"https://www.google.com/maps?q=52.2630372,4.6228415",North Holland
11926114818,Kinlozen,41,2151 XB,Nieuw-Vennep,Netherlands,4.6221367,52.2620172,"https://www.google.com/maps?q=52.2620172,4.6221367",North Holland
11926114819,Nierop,92,2151 XL,Nieuw-Vennep,Netherlands,4.6210274,52.2640185,"https://www.google.com/maps?q=52.2640185,4.6210274",North Holland
11929994786,Kalslagerring,264,2151 TE,Nieuw-Vennep,Netherlands,4.6188624,52.2620049,"https://www.google.com/maps?q=52.2620049,4.6188624",North Holland
11929994787,Kalslagerring,566,2151 TM,Nieuw-Vennep,Netherlands,4.619628,52.2635301,"https://www.google.com/maps?q=52.2635301,4.619628",North Holland
11929994788,Kalslagerring,636,2151 TN,Nieuw-Vennep,Netherlands,4.6199333,52.264057,"https://www.google.com/maps?q=52.264057,4.6199333",North Holland
11929994789,Kalslagerring,664,2151 TP,Nieuw-Vennep,Netherlands,4.6199633,52.2639388,"https://www.google.com/maps?q=52.2639388,4.6199633",North Holland
11929994790,Kalslagerring,632,2151 TN,Nieuw-Vennep,Netherlands,4.6198217,52.2638319,"https://www.google.com/maps?q=52.2638319,4.6198217",North Holland
11929994791,Kalslagerring,422,2151 TJ,Nieuw-Vennep,Netherlands,4.6189942,52.2631545,"https://www.google.com/maps?q=52.2631545,4.6189942",North Holland
11929994792,Kalslagerring,453,2151 TK,Nieuw-Vennep,Netherlands,4.6189017,52.2631539,"https://www.google.com/maps?q=52.2631539,4.6189017",North Holland
11929994793,Kalslagerring,237,2151 TD,Nieuw-Vennep,Netherlands,4.6191,52.2618881,"https://www.google.com/maps?q=52.2618881,4.6191",North Holland
11929994794,Kalslagerring,546,2151 TM,Nieuw-Vennep,Netherlands,4.6196441,52.2636023,"https://www.google.com/maps?q=52.2636023,4.6196441",North Holland
11929994795,Kalslagerring,454,2151 TK,Nieuw-Vennep,Netherlands,4.6188568,52.26306,"https://www.google.com/maps?q=52.26306,4.6188568",North Holland
11929994796,Kalslagerring,424,2151 TJ,Nieuw-Vennep,Netherlands,4.6189394,52.2630431,"https://www.google.com/maps?q=52.2630431,4.6189394",North Holland
11929994797,Kalslagerring,641,2151 TP,Nieuw-Vennep,Netherlands,4.6197882,52.263703,"https://www.google.com/maps?q=52.263703,4.6197882",North Holland
11929994798,Kalslagerring,225,2151 TD,Nieuw-Vennep,Netherlands,4.6190171,52.2619647,"https://www.google.com/maps?q=52.2619647,4.6190171",North Holland
11929994799,Kalslagerring,634,2151 TN,Nieuw-Vennep,Netherlands,4.619879,52.2639441,"https://www.google.com/maps?q=52.2639441,4.619879",North Holland
11947049465,Oetewaal,13,2151 SL,Nieuw-Vennep,Netherlands,4.6194197,52.2598363,"https://www.google.com/maps?q=52.2598363,4.6194197",North Holland
11947049466,Oetewaal,17,2151 SL,Nieuw-Vennep,Netherlands,4.6197542,52.2597057,"https://www.google.com/maps?q=52.2597057,4.6197542",North Holland
11947049467,Kalslagerring,42,2151 TS,Nieuw-Vennep,Netherlands,4.6209448,52.2601239,"https://www.google.com/maps?q=52.2601239,4.6209448",North Holland
